date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:13:13	770/770	---M--	200	added ('OK')	image/png	etag:%22672df228-302%22	https://theintercept.com/wp-content/themes/intercept/assets/icons/apple-touch-icon-180x180.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/icons/apple-touch-icon-180x180.png	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:13	76/76	---M--	200	added ('OK')	image/png	etag:%22672df228-4c%22	https://theintercept.com/wp-content/themes/intercept/assets/icons/favicon-32x32.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/icons/favicon-32x32.png	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:13	818/818	---M--	200	added ('OK')	image/png	etag:%22672df228-332%22	https://theintercept.com/wp-content/themes/intercept/assets/icons/android-chrome-192x192.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/icons/android-chrome-192x192.png	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:13	83/83	---M--	200	added ('OK')	image/png	etag:%22672df228-53%22	https://theintercept.com/wp-content/themes/intercept/assets/icons/favicon-96x96.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/icons/favicon-96x96.png	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:14	73/73	---M--	200	added ('OK')	image/png	etag:%22672df228-49%22	https://theintercept.com/wp-content/themes/intercept/assets/icons/favicon-16x16.png	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/icons/favicon-16x16.png	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:14	114706/114706	---MCZ	200	added ('OK')	text/css	etag:W/%22673f5dc6-1c012%22	https://theintercept.com/wp-includes/css/dist/block-library/style.min.css?ver=6.7.1	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/css/dist/block-library/style.min9704.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:14	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%22673f5dc7-2bf8%22	https://theintercept.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:14	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%22673f5dc7-105a%22	https://theintercept.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.7.1	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/js/mediaelement/wp-mediaelement.min9704.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:15	0/0	---M--	200	added ('OK')	text/css	etag:%22672df228-0%22	https://theintercept.com/wp-content/themes/intercept/blocks/category-showcase/category-showcase.css?ver=6.7.1	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/blocks/category-showcase/category-showcase9704.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:15	0/0	---M--	200	added ('OK')	text/css	etag:%22672df228-0%22	https://theintercept.com/wp-content/themes/intercept/blocks/podcast-showcase/podcast-showcase.css?ver=6.7.1	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/blocks/podcast-showcase/podcast-showcase9704.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:15	0/0	---M--	200	added ('OK')	text/css	etag:%22672df228-0%22	https://theintercept.com/wp-content/themes/intercept/blocks/top-stories/top-stories.css?ver=6.7.1	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/blocks/top-stories/top-stories9704.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:15	222/222	---M--	200	added ('OK')	text/css	etag:%22672cf5d4-de%22	https://theintercept.com/wp-content/mu-plugins/search/elasticpress/dist/css/related-posts-block-styles.min.css?ver=4.2.2	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/mu-plugins/search/elasticpress/dist/css/related-posts-block-styles.min3a05.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:15	187932/187932	---MCZ	200	added ('OK')	text/css	etag:W/%226740de6d-2de1c%22	https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/css/app1f3a.css	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:16	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2001%20Dec%202024%2010:13:16%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/www.googletagmanager.com/gtm.155445.delayed	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:16	4942/4942	---M--	200	added ('OK')	image/jpeg	etag:%2210b275914d0e06f8%22	https://theintercept.com/wp-content/uploads/2018/04/Q2A3391-1523551189-180x180.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2018/04/Q2A3391-1523551189-180x180.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:16	170433/170433	---M--	200	added ('OK')	image/jpeg	etag:%2234fc687cec5fb372%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-150612859-e1732722921605.jpg?w=1200	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-150612859-e1732722921605bcc0.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:17	55403/55403	---M--	200	added ('OK')	image/jpeg	etag:%22e48f6c691d39165f%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-2148015828-e1732730948321.jpg?w=1200	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-2148015828-e1732730948321bcc0.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:17	112556/112556	---M--	200	added ('OK')	image/jpeg	etag:%225fd5713c4a824923%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-2186002703-e1732716864247.jpg?w=1200	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-2186002703-e1732716864247bcc0.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:17	2364144/2364144	---M--	200	added ('OK')	image/jpeg	etag:%2220d439bc6eedb7d5%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-2186002703-e1732716864247.jpg?fit=7307%2C3653	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-2186002703-e1732716864247cb4f.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:17	633601/633601	---M--	200	added ('OK')	image/jpeg	etag:%226135f6779f38a6b8%22	https://theintercept.com/wp-content/uploads/2024/11/AP20325064597563.jpg?fit=2000%2C1277	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/AP20325064597563b9c7.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:17	2883/2883	---M--	200	added ('OK')	image/jpeg	etag:%22c2dc77a161caddfb%22	https://theintercept.com/wp-content/uploads/2018/04/Q2A3391-1523551189-120x120.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2018/04/Q2A3391-1523551189-120x120.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:18	154580/154580	---M--	200	added ('OK')	image/jpeg	etag:%2261bf51c9a7ed71bd%22	https://theintercept.com/wp-content/uploads/2024/06/Project-2025-Death-Penalty-Trigger-Laws-copy-e1718902891431.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/06/Project-2025-Death-Penalty-Trigger-Laws-copy-e1718902891431.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:18	912962/912962	---M--	200	added ('OK')	image/jpeg	etag:%224599e4fcc163935d%22	https://theintercept.com/wp-content/uploads/2024/06/AP20241695914369-square-crop-e1719066557326.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/06/AP20241695914369-square-crop-e1719066557326.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:18	1804161/1804161	---M--	200	added ('OK')	image/jpeg	etag:%221b668f7da6e1ea82%22	https://theintercept.com/wp-content/uploads/2024/08/GettyImages-2167973265-e1724438122137.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/08/GettyImages-2167973265-e1724438122137.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:18	27136/27136	---M--	200	added ('OK')	image/jpeg	etag:%22ceb20fcd276c836c%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-2148015828-e1732730948321.jpg?fit=768%2C512	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-2148015828-e1732730948321a208.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	75711/75711	---M--	200	added ('OK')	image/jpeg	etag:%2207d4189ac770da4c%22	https://theintercept.com/wp-content/uploads/2024/11/GettyImages-150612859-e1732722921605.jpg?fit=768%2C471	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/GettyImages-150612859-e173272292160573b9.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	1808817/1808817	---M--	200	added ('OK')	image/jpeg	etag:%225cbe6a1a913f48fc%22	https://theintercept.com/wp-content/uploads/2024/04/RTS3JSYS-crop.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/04/RTS3JSYS-crop.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	54612/54612	---M--	200	added ('OK')	image/jpeg	etag:%226ea99eef5147e424%22	https://theintercept.com/wp-content/uploads/2024/11/The-Intercept-Briefing_CampusProtests-2.jpg?fit=768%2C384	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/uploads/2024/11/The-Intercept-Briefing_CampusProtests-21cef.jpg	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673f5dc7-12a8%22	https://theintercept.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673f5dc7-23b5%22	https://theintercept.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/js/dist/i18n.minc33c.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:19	3065/3065	---MCZ	200	added ('OK')	application/javascript	etag:W/%22672df227-bf9%22	https://theintercept.com/wp-content/client-mu-plugins/wp-parsely/build/loader.js?ver=71d37502d12f3838b80d	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/client-mu-plugins/wp-parsely/build/loaderd9b5.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:20	76884/76884	---MCZ	200	added ('OK')	application/javascript	etag:W/%22664f5b2d-12c54%22	https://cdn.parsely.com/keys/theintercept.com/p.js?ver=3.16.3	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/cdn.parsely.com/keys/theintercept.com/p6e14.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:20	177725/177725	---MCZ	200	added ('OK')	application/javascript	etag:W/%226740de6d-2b63d%22	https://theintercept.com/wp-content/themes/intercept/js/app.js?ver=066beae8d5b97f7644d36f9caba0b5b9	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/js/app46d2.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:21	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166113420.8362	https://stats.wp.com/e-202448.js	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/stats.wp.com/e-202448.js	(from https://theintercept.com/2024/11/27/biden-trump-commutations-death-row-executions/)
02:13:21	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22673f5dc7-11f6%22	https://theintercept.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://theintercept.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
02:13:21	1350/1350	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-546%22	https://theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-one.jpeg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-one.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
02:13:21	2135/2135	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-857%22	https://theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-two.jpeg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-two.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
02:13:21	4096/4096	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-1000%22	https://theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-three.jpeg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-three.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
02:13:22	5040/5040	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-13b0%22	https://theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-four.jpeg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-four.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
02:13:22	6344/6344	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-18c8%22	https://theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-five.jpeg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/dropcaps/us-flag-five.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
02:13:22	8342/8342	---M--	200	added ('OK')	image/jpeg	etag:%22672df228-2096%22	https://theintercept.com/wp-content/themes/intercept/assets/microsites/impact-report/2023/annie-chabel-signature.jpg	C:/Users/shado/Dropbox/My%20PC%20(DESKTOP-C7UPTTD)/Desktop/Larp%20Creator/intersept.com/theintercept.com/wp-content/themes/intercept/assets/microsites/impact-report/2023/annie-chabel-signature.jpg	(from https://theintercept.com/wp-content/themes/intercept/css/app.css?ver=9b52d2628709a727b2dd8ec062419546)
